name,value
alexnet,1.0332105417479416
alexnet,1.1744888944849146
alexnet,0.9601074112201038
alexnet,1.0885067006838478
alexnet,1.1134319539927242
densenet_121,1.0019336761292998
densenet_121,1.0172974878731398
densenet_121,1.085397866473497
densenet_121,1.009846716223407
densenet_121,0.9877927272703263
densenet_121,1.0059127152979483
densenet_121,0.6983754159326678
densenet_121,0.991451164778799
densenet_121,1.0147765746379886
densenet_121,0.9827442171314003
densenet_121,1.0007236307618543
densenet_121,0.9985925315412413
densenet_121,1.0055871811090027
densenet_121,1.008596951138917
densenet_121,1.0030781021202866
densenet_121,1.0036974211576162
densenet_121,1.0297413397822361
densenet_121,1.000240820991767
densenet_121,1.0234390461466978
densenet_121,1.0042794864616245
densenet_121,1.0122858324090653
densenet_121,1.0056048114056038
densenet_121,1.006044231031719
densenet_121,1.0016990504702077
densenet_121,1.03465301839003
densenet_121,1.0037799728765304
densenet_121,1.0111008568162512
densenet_121,1.0071207346596518
densenet_121,0.9934205860001687
densenet_121,0.9944612808794037
densenet_121,0.9969090776784817
densenet_121,1.0244297991247955
densenet_121,0.9973916106849653
densenet_121,1.0054226360488812
densenet_121,0.9929470561183169
densenet_121,1.005297115457033
densenet_121,1.0089703839324324
densenet_121,1.0197880147271334
densenet_121,1.0536384093880578
densenet_121,1.0103358968290188
densenet_121,0.9994210630970835
densenet_121,1.001381230112634
densenet_121,1.0111525864468431
densenet_121,1.0008005780040865
densenet_121,1.0358534692607961
densenet_121,1.0019182123178272
densenet_121,1.011713090382232
densenet_121,0.9985735599880348
densenet_121,1.0027090071693667
densenet_121,0.9978175301679844
densenet_121,0.9984250799788624
densenet_121,1.0002576174471698
densenet_121,1.0197838425878996
densenet_121,1.0089927275039576
densenet_121,1.099738625487663
densenet_121,1.0156138384811486
densenet_121,1.005873232683377
densenet_121,1.004557430851279
densenet_121,0.9873809357297714
densenet_121,1.0024558329570465
densenet_121,1.0072414217302499
densenet_121,0.9994478656217121
densenet_121,0.996453564168011
densenet_121,0.998079105911115
densenet_121,1.0128431831024336
densenet_121,1.008985767865796
googlenet,1.0138908310027965
googlenet,1.0034833934057428
googlenet,1.0219696517792696
googlenet,1.0091508524732584
googlenet,0.9924377864085651
googlenet,0.9950540657544642
googlenet,1.0656876493641418
googlenet,1.081219320970456
googlenet,1.0124283070804527
googlenet,1.0034646749603047
googlenet,1.0113732540596234
googlenet,1.2156960529376142
googlenet,1.1287073699561276
googlenet,1.0044050802139035
googlenet,1.0023674568628065
googlenet,1.0114130862559454
googlenet,1.018323810415886
googlenet,1.0311182942102721
googlenet,1.040350192382758
googlenet,1.0062634411868339
googlenet,0.9807091980615292
