name,value
alexnet,1.6677753125886743
alexnet,4.627357289480588
alexnet,4.465625056307977
alexnet,4.377490214669584
alexnet,4.669913477348193
densenet_121,5.198312582059993
densenet_121,5.730891381285874
densenet_121,6.313176475689264
densenet_121,1.6447808946198936
densenet_121,5.326202508479382
densenet_121,5.150357877515622
densenet_121,0.9051528126554518
densenet_121,3.556143456354703
densenet_121,9.738048826301434
densenet_121,1.2891039134929736
densenet_121,4.651108289017433
densenet_121,6.262662681186698
densenet_121,3.6105322289289346
densenet_121,6.001385144046324
densenet_121,4.53612890265077
densenet_121,4.194575940483794
densenet_121,3.364373968415833
densenet_121,4.9453787889143666
densenet_121,7.469591382347798
densenet_121,6.19374635303129
densenet_121,4.875686921988023
densenet_121,5.45436237526295
densenet_121,6.076458541874031
densenet_121,1.6334415078021811
densenet_121,4.053528279805804
densenet_121,6.968334619478287
densenet_121,4.208014422218263
densenet_121,5.006841431698489
densenet_121,4.413038166343549
densenet_121,4.774903109485223
densenet_121,3.7326412531176363
densenet_121,5.131578968877402
densenet_121,4.118547579950456
densenet_121,4.7860130725838905
densenet_121,5.382176170488584
densenet_121,4.0149922496303585
densenet_121,4.670550030340512
densenet_121,5.669352786365086
densenet_121,4.509179588965826
densenet_121,5.7308494043544105
densenet_121,3.4591111978764957
densenet_121,7.984187109414491
densenet_121,6.55397792017608
densenet_121,7.406270180474836
densenet_121,6.759034111314159
densenet_121,7.609055816842083
densenet_121,5.078930909458574
densenet_121,1.5957821014318758
densenet_121,5.602262060679247
densenet_121,8.46926865641184
densenet_121,1.9095546503288616
densenet_121,4.132660506738807
densenet_121,6.059337493661775
densenet_121,6.3857797887358805
densenet_121,4.0346441303890845
densenet_121,7.228795538918923
densenet_121,5.230123554390258
densenet_121,5.222739345882778
densenet_121,1.4369245283836596
densenet_121,5.629190995241791
densenet_121,4.703458780721858
densenet_121,4.979452280022134
densenet_121,5.136405558102534
densenet_121,6.874683722854749
densenet_121,5.861723476640045
densenet_121,4.918301842879932
