name,value
alexnet,1.0097523641352792
alexnet,1.0214096703377047
alexnet,0.9495153810354112
alexnet,1.017181422755335
alexnet,1.1134319539927242
densenet_121,0.9989799814827408
densenet_121,1.001016101142668
densenet_121,1.080695967347887
densenet_121,1.0096955433061114
densenet_121,0.9877927272703263
densenet_121,1.00315616154515
densenet_121,0.6953991226555215
densenet_121,0.991451164778799
densenet_121,0.998653624061041
densenet_121,0.9439125174816522
densenet_121,1.0007236307618543
densenet_121,0.9985925315412413
densenet_121,1.002464157706093
densenet_121,0.9987553421156979
densenet_121,0.9980045841060716
densenet_121,0.9928493202713491
densenet_121,1.0239402123233257
densenet_121,0.9977665992286393
densenet_121,1.0046350340887253
densenet_121,1.0017018647417482
densenet_121,0.993690774147985
densenet_121,0.9910361541945456
densenet_121,0.9969236368981582
densenet_121,0.9785381747178465
densenet_121,1.0004310390857312
densenet_121,0.9988169550539104
densenet_121,1.0028368273677808
densenet_121,0.9984356474030395
densenet_121,0.9934205860001687
densenet_121,0.985878290532656
densenet_121,0.9896980806481234
densenet_121,1.001111404017504
densenet_121,0.9957834994277606
densenet_121,1.0047085830309181
densenet_121,0.9894877356916404
densenet_121,0.9973783402849754
densenet_121,0.996877999711721
densenet_121,0.9984418391324562
densenet_121,1.0427242098141223
densenet_121,0.9987973351120392
densenet_121,0.9994210630970835
densenet_121,0.9996592359919486
densenet_121,1.0004778772084346
densenet_121,0.9959177138138745
densenet_121,0.9993014661779056
densenet_121,0.9972908116865749
densenet_121,1.002030734497466
densenet_121,0.9696341389103291
densenet_121,1.000357723092516
densenet_121,0.9978175301679844
densenet_121,0.97840316888896
densenet_121,0.9923849644470897
densenet_121,1.0027620923528666
densenet_121,1.0018574483679554
densenet_121,0.9956437581277173
densenet_121,0.9998296076388208
densenet_121,0.9967919093179699
densenet_121,0.9999581091934431
densenet_121,0.9801608504091196
densenet_121,1.0024558329570465
densenet_121,1.0013953091457584
densenet_121,0.9982235248613021
densenet_121,0.9825924945429843
densenet_121,0.998079105911115
densenet_121,1.0045059527289024
densenet_121,0.9994874078804732
googlenet,0.9292948461845785
googlenet,1.0034833934057428
googlenet,0.9662786668772294
googlenet,1.004998778302655
googlenet,0.9924377864085651
googlenet,0.9950540657544642
googlenet,0.9771577868220109
googlenet,1.0660965577381987
googlenet,1.004603076696464
googlenet,1.0034646749603047
googlenet,0.9754179655534351
googlenet,1.1049183396508964
googlenet,1.0641643836576873
googlenet,0.9967479946524063
googlenet,0.9919184960177039
googlenet,0.9444188321545431
googlenet,0.9939935369052079
googlenet,1.0214834716541856
googlenet,1.0102827190096473
googlenet,1.0018969539384956
googlenet,0.9732179698415815
googlenet,1.2111361588575769
googlenet,1.0046323090107878
googlenet,1.0473602183040391
googlenet,1.0222937297744472
googlenet,1.0029617314737849
googlenet,0.9931726154508643
googlenet,1.003359985235606
googlenet,0.964693651937851
googlenet,1.0060532537786417
googlenet,1.0282517865976861
googlenet,0.9985749749669999
googlenet,1.0000035767042104
googlenet,1.0020818092815207
googlenet,0.9918175094398379
googlenet,1.0012979716770956
googlenet,1.118223672658885
googlenet,1.0228356463830004
googlenet,0.9994052361873184
googlenet,1.138525256472416
googlenet,0.9972945247945532
googlenet,1.015013332702666
googlenet,1.0393893246021473
googlenet,1.00563111459413
googlenet,1.0025935327226576
googlenet,0.9980052857415611
googlenet,1.1215578473478576
googlenet,1.0128193425451557
googlenet,1.01535639056873
googlenet,1.0060957639574168
googlenet,1.003008625973599
inception_v3,1.1076034918083497
inception_v3,0.974620493068704
inception_v3,1.0234240716312908
inception_v3,0.9610120576009392
inception_v3,1.0454563624873805
inception_v3,1.1407201024664324
inception_v3,1.0123727247307177
inception_v3,0.970591291696976
inception_v3,0.9765381569725636
inception_v3,0.994508049650383
inception_v3,1.0412515386296624
inception_v3,0.9863321824559582
inception_v3,0.9952641999804973
inception_v3,0.9990775584839701
inception_v3,0.9892784914029598
inception_v3,0.9770972655618595
inception_v3,1.0331305386135305
inception_v3,1.0442513866415153
inception_v3,1.001958593436555
inception_v3,1.0060955501623534
inception_v3,0.9725876160398123
inception_v3,0.9832626662979689
inception_v3,1.12955163396429
inception_v3,0.9689382541056459
inception_v3,0.9913982580177182
inception_v3,0.970398601218028
inception_v3,0.9851782986882301
inception_v3,1.0146260956355961
inception_v3,1.0683108253418587
inception_v3,0.9962734263240358
inception_v3,1.0028733824289062
inception_v3,1.0142724745134384
inception_v3,1.03838810562747
inception_v3,1.0752223347369396
inception_v3,0.8562283850530005
inception_v3,0.976635800710808
inception_v3,0.9911795836101386
inception_v3,1.0078581879801467
inception_v3,1.0232967290747284
inception_v3,0.9869352053657432
inception_v3,0.9945265312462881
inception_v3,0.9861927389437707
inception_v3,1.06517707959755
inception_v3,0.9895533069692204
inception_v3,1.0029344570872931
inception_v3,1.1075452157808556
inception_v3,1.0520115616288843
inception_v3,0.9884572513860194
inception_v3,1.0096572452185508
mobilenet_v2,1.0109310080047125
mobilenet_v2,0.97023719595105
mobilenet_v2,0.9143525307271293
mobilenet_v2,0.9972608574017396
mobilenet_v2,0.9535167919820055
mobilenet_v2,0.9643760413295455
mobilenet_v2,1.0037911611785097
mobilenet_v2,0.9784714318233554
mobilenet_v2,1.003789930437025
mobilenet_v2,0.9640491058439088
mobilenet_v2,0.8606377632375316
mobilenet_v2,0.9232639000676091
mobilenet_v2,0.8961291970958333
mobilenet_v2,0.9554728226303391
mobilenet_v2,0.9898851520978983
mobilenet_v2,0.9439855570646858
mobilenet_v2,0.9929190147605225
mobilenet_v2,0.9988769423374326
mobilenet_v2,0.9916158001824179
mobilenet_v2,0.9967146642689478
mobilenet_v2,0.9923248363773793
mobilenet_v2,0.9335348625326849
mobilenet_v2,0.9925498177417098
mobilenet_v2,0.9449093053293647
mobilenet_v2,0.9908816440882949
mobilenet_v2,0.9974450613420265
mobilenet_v2,0.9219697497734718
mobilenet_v2,1.014904973957298
mobilenet_v2,0.933326817280572
mobilenet_v2,0.9696484261831319
mobilenet_v3,0.9546410506359233
mobilenet_v3,0.9883045300190317
mobilenet_v3,1.1508444645687117
mobilenet_v3,0.7144195645444227
mobilenet_v3,1.0178683501310593
mobilenet_v3,0.9888571242934184
mobilenet_v3,0.9550912228796843
mobilenet_v3,0.9909676616439141
mobilenet_v3,0.7455877231415636
mobilenet_v3,0.7214273649487811
mobilenet_v3,1.0073791056523953
mobilenet_v3,0.7968805137977274
mobilenet_v3,1.075146757279278
