iteration,value,desvio,tipo
0,43.73426708607733,5.465668631563847,cache
1,98.88190870911104,10.942269653320675,cache
2,157.50717726015776,25.086181519179604,cache
3,190.59114764605877,25.438018956701956,cache
4,234.90138135954547,28.455578369312537,cache
5,277.04723610685204,29.372571071398113,cache
6,316.9966487495695,32.14218607327021,cache
7,350.61242658546723,32.62346646599431,cache
8,387.62598381687224,33.72481219627125,cache
9,426.3308125671738,34.45215877343625,cache
10,464.42586989219683,35.40261715199113,cache
11,510.3937806070522,36.9956110634382,cache
12,553.1675517136175,38.33325505691171,cache
13,603.7718568200218,40.340999444507005,cache
14,646.4972152175208,41.93983788505565,cache
15,697.9329394528747,44.304753380894894,cache
16,734.8382127105406,45.38043496919297,cache
17,776.6738216933156,47.04243829365029,cache
18,825.6372983254972,49.51822483396228,cache
19,871.9586247456666,51.27743559810332,cache
20,919.1925488082328,53.270922102004384,cache
21,961.1325606368495,54.854078625045055,cache
22,1004.4373352874886,56.29345021660349,cache
23,1041.756698718697,57.74510236951935,cache
24,1080.1011777077492,59.15370453330128,cache
25,1126.404169919818,61.74941124077343,cache
26,1162.9841186121432,63.04065089702078,cache
27,1199.2153089327696,64.58897243018838,cache
28,1241.3825052824163,66.70798948637996,cache
29,1284.817330189312,68.4765550141191,cache
30,1324.658045779344,69.77194605502909,cache
31,1368.3687926154707,71.60603901258818,cache
32,1402.7335100814553,72.75747091199985,cache
33,1459.7363019264828,77.80063884756326,cache
34,1493.656167661397,78.8327874310559,cache
35,1538.5885067378458,80.54566150309788,cache
36,1586.103744123158,82.80525273842768,cache
37,1621.698539080814,84.50117883752597,cache
38,1663.6851937601311,85.86630777199632,cache
39,1736.2574440461367,94.11167224721315,cache
40,1782.6747193943327,96.50104530225141,cache
41,1821.5884939045575,97.7340875423819,cache
42,1867.0475020751599,100.123833693959,cache
43,1921.477561307697,103.57247614933242,cache
44,1965.4930249183467,104.73798399823797,cache
45,2008.6899964119975,106.26121446430604,cache
46,2085.36030179539,112.96512620903972,cache
47,2129.6527117349524,115.08418283904524,cache
48,2172.113294611346,116.55005296945274,cache
49,2216.9884152330196,118.14822618909234,cache
50,2276.224292345957,122.3118395834315,cache
51,2312.165477856584,123.446009010312,cache
52,2356.4206377223545,125.38795966920357,cache
53,2398.109700339604,126.86775372021827,cache
54,2432.3430395321147,128.2178963214178,cache
55,2469.5979406248834,129.0276896201409,cache
56,2520.32831583371,130.8621859811009,cache
57,2559.883672980071,132.07160450498165,cache
58,2641.9990320839543,144.8780306108195,cache
59,2707.174954113837,153.64320389449793,cache
60,2744.5166859389897,155.03705910702493,cache
61,2773.14989747375,156.12878532468028,cache
62,2807.284116098566,157.74872985891648,cache
