ElapsedTime(s)	56	EstimatedLatency(ms)	N/A	Trials	64
ElapsedTime(s)	111	EstimatedLatency(ms)	N/A	Trials	128
ElapsedTime(s)	234	EstimatedLatency(ms)	N/A	Trials	192
ElapsedTime(s)	276	EstimatedLatency(ms)	N/A	Trials	256
ElapsedTime(s)	317	EstimatedLatency(ms)	N/A	Trials	320
ElapsedTime(s)	450	EstimatedLatency(ms)	N/A	Trials	384
ElapsedTime(s)	507	EstimatedLatency(ms)	N/A	Trials	448
ElapsedTime(s)	554	EstimatedLatency(ms)	N/A	Trials	512
ElapsedTime(s)	606	EstimatedLatency(ms)	N/A	Trials	576
ElapsedTime(s)	732	EstimatedLatency(ms)	N/A	Trials	640
ElapsedTime(s)	753	EstimatedLatency(ms)	N/A	Trials	704
ElapsedTime(s)	926	EstimatedLatency(ms)	N/A	Trials	767
ElapsedTime(s)	981	EstimatedLatency(ms)	N/A	Trials	831
ElapsedTime(s)	1037	EstimatedLatency(ms)	N/A	Trials	895
ElapsedTime(s)	1180	EstimatedLatency(ms)	N/A	Trials	959
ElapsedTime(s)	1228	EstimatedLatency(ms)	N/A	Trials	1023
ElapsedTime(s)	1285	EstimatedLatency(ms)	N/A	Trials	1087
ElapsedTime(s)	1421	EstimatedLatency(ms)	N/A	Trials	1151
ElapsedTime(s)	1482	EstimatedLatency(ms)	N/A	Trials	1215
ElapsedTime(s)	1517	EstimatedLatency(ms)	N/A	Trials	1279
ElapsedTime(s)	1650	EstimatedLatency(ms)	N/A	Trials	1343
ElapsedTime(s)	1697	EstimatedLatency(ms)	N/A	Trials	1407
ElapsedTime(s)	1743	EstimatedLatency(ms)	N/A	Trials	1471
ElapsedTime(s)	1805	EstimatedLatency(ms)	N/A	Trials	1535
ElapsedTime(s)	1854	EstimatedLatency(ms)	N/A	Trials	1599
ElapsedTime(s)	1912	EstimatedLatency(ms)	N/A	Trials	1663
ElapsedTime(s)	1951	EstimatedLatency(ms)	N/A	Trials	1727
ElapsedTime(s)	1989	EstimatedLatency(ms)	N/A	Trials	1791
ElapsedTime(s)	2032	EstimatedLatency(ms)	N/A	Trials	1855
ElapsedTime(s)	2160	EstimatedLatency(ms)	N/A	Trials	1919
ElapsedTime(s)	2208	EstimatedLatency(ms)	N/A	Trials	1983
ElapsedTime(s)	2262	EstimatedLatency(ms)	N/A	Trials	2047
ElapsedTime(s)	2344	EstimatedLatency(ms)	N/A	Trials	2111
ElapsedTime(s)	2387	EstimatedLatency(ms)	N/A	Trials	2175
ElapsedTime(s)	2440	EstimatedLatency(ms)	N/A	Trials	2239
ElapsedTime(s)	2497	EstimatedLatency(ms)	N/A	Trials	2303
ElapsedTime(s)	2524	EstimatedLatency(ms)	N/A	Trials	2367
ElapsedTime(s)	2661	EstimatedLatency(ms)	N/A	Trials	2431
ElapsedTime(s)	2706	EstimatedLatency(ms)	N/A	Trials	2495
ElapsedTime(s)	2755	EstimatedLatency(ms)	N/A	Trials	2559
ElapsedTime(s)	2819	EstimatedLatency(ms)	N/A	Trials	2623
ElapsedTime(s)	2868	EstimatedLatency(ms)	N/A	Trials	2687
ElapsedTime(s)	3007	EstimatedLatency(ms)	N/A	Trials	2751
ElapsedTime(s)	3044	EstimatedLatency(ms)	N/A	Trials	2815
ElapsedTime(s)	3078	EstimatedLatency(ms)	N/A	Trials	2839
ElapsedTime(s)	3126	EstimatedLatency(ms)	N/A	Trials	2903
ElapsedTime(s)	3174	EstimatedLatency(ms)	N/A	Trials	2967
ElapsedTime(s)	3218	EstimatedLatency(ms)	N/A	Trials	3031
ElapsedTime(s)	3347	EstimatedLatency(ms)	N/A	Trials	3095
ElapsedTime(s)	3391	EstimatedLatency(ms)	N/A	Trials	3159
ElapsedTime(s)	3449	EstimatedLatency(ms)	N/A	Trials	3223
ElapsedTime(s)	3496	EstimatedLatency(ms)	N/A	Trials	3287
ElapsedTime(s)	3627	EstimatedLatency(ms)	N/A	Trials	3351
ElapsedTime(s)	3671	EstimatedLatency(ms)	N/A	Trials	3415
ElapsedTime(s)	3712	EstimatedLatency(ms)	N/A	Trials	3479
ElapsedTime(s)	3770	EstimatedLatency(ms)	N/A	Trials	3543
ElapsedTime(s)	3814	EstimatedLatency(ms)	N/A	Trials	3607
ElapsedTime(s)	3954	EstimatedLatency(ms)	N/A	Trials	3671
ElapsedTime(s)	4018	EstimatedLatency(ms)	N/A	Trials	3735
ElapsedTime(s)	4056	EstimatedLatency(ms)	N/A	Trials	3799
ElapsedTime(s)	4227	EstimatedLatency(ms)	N/A	Trials	3863
ElapsedTime(s)	4279	EstimatedLatency(ms)	N/A	Trials	3927
ElapsedTime(s)	4318	EstimatedLatency(ms)	N/A	Trials	3991
ElapsedTime(s)	4367	EstimatedLatency(ms)	N/A	Trials	4055
ElapsedTime(s)	4494	EstimatedLatency(ms)	N/A	Trials	4119
ElapsedTime(s)	4625	EstimatedLatency(ms)	N/A	Trials	4183
ElapsedTime(s)	4763	EstimatedLatency(ms)	N/A	Trials	4247
ElapsedTime(s)	4828	EstimatedLatency(ms)	N/A	Trials	4311
ElapsedTime(s)	4962	EstimatedLatency(ms)	N/A	Trials	4375
ElapsedTime(s)	5088	EstimatedLatency(ms)	N/A	Trials	4439
ElapsedTime(s)	5229	EstimatedLatency(ms)	N/A	Trials	4503
ElapsedTime(s)	5367	EstimatedLatency(ms)	N/A	Trials	4567
ElapsedTime(s)	5506	EstimatedLatency(ms)	N/A	Trials	4631
ElapsedTime(s)	5638	EstimatedLatency(ms)	N/A	Trials	4695
ElapsedTime(s)	5720	EstimatedLatency(ms)	N/A	Trials	4759
ElapsedTime(s)	5767	EstimatedLatency(ms)	N/A	Trials	4823
ElapsedTime(s)	5908	EstimatedLatency(ms)	N/A	Trials	4887
ElapsedTime(s)	6044	EstimatedLatency(ms)	N/A	Trials	4951
ElapsedTime(s)	6172	EstimatedLatency(ms)	N/A	Trials	5015
ElapsedTime(s)	6239	EstimatedLatency(ms)	N/A	Trials	5079
ElapsedTime(s)	6383	EstimatedLatency(ms)	N/A	Trials	5143
ElapsedTime(s)	6522	EstimatedLatency(ms)	N/A	Trials	5207
ElapsedTime(s)	6656	EstimatedLatency(ms)	N/A	Trials	5271
ElapsedTime(s)	6787	EstimatedLatency(ms)	N/A	Trials	5335
ElapsedTime(s)	6925	EstimatedLatency(ms)	N/A	Trials	5399
ElapsedTime(s)	6975	EstimatedLatency(ms)	N/A	Trials	5463
ElapsedTime(s)	7016	EstimatedLatency(ms)	N/A	Trials	5527
ElapsedTime(s)	7079	EstimatedLatency(ms)	N/A	Trials	5591
ElapsedTime(s)	7120	EstimatedLatency(ms)	N/A	Trials	5655
ElapsedTime(s)	7158	EstimatedLatency(ms)	N/A	Trials	5719
ElapsedTime(s)	7291	EstimatedLatency(ms)	N/A	Trials	5783
ElapsedTime(s)	7425	EstimatedLatency(ms)	N/A	Trials	5847
ElapsedTime(s)	7565	EstimatedLatency(ms)	N/A	Trials	5911
ElapsedTime(s)	7698	EstimatedLatency(ms)	N/A	Trials	5975
ElapsedTime(s)	7748	EstimatedLatency(ms)	N/A	Trials	6039
ElapsedTime(s)	7785	EstimatedLatency(ms)	N/A	Trials	6103
ElapsedTime(s)	7825	EstimatedLatency(ms)	N/A	Trials	6167
ElapsedTime(s)	7966	EstimatedLatency(ms)	N/A	Trials	6231
ElapsedTime(s)	8004	EstimatedLatency(ms)	N/A	Trials	6295
ElapsedTime(s)	8045	EstimatedLatency(ms)	N/A	Trials	6359
ElapsedTime(s)	8183	EstimatedLatency(ms)	N/A	Trials	6423
ElapsedTime(s)	8319	EstimatedLatency(ms)	N/A	Trials	6487
ElapsedTime(s)	8393	EstimatedLatency(ms)	N/A	Trials	6551
ElapsedTime(s)	8530	EstimatedLatency(ms)	N/A	Trials	6615
ElapsedTime(s)	8572	EstimatedLatency(ms)	N/A	Trials	6679
ElapsedTime(s)	8701	EstimatedLatency(ms)	N/A	Trials	6743
ElapsedTime(s)	8841	EstimatedLatency(ms)	N/A	Trials	6807
ElapsedTime(s)	8889	EstimatedLatency(ms)	N/A	Trials	6871
ElapsedTime(s)	8934	EstimatedLatency(ms)	N/A	Trials	6935
ElapsedTime(s)	9064	EstimatedLatency(ms)	N/A	Trials	6999
ElapsedTime(s)	9207	EstimatedLatency(ms)	N/A	Trials	7063
ElapsedTime(s)	9274	EstimatedLatency(ms)	N/A	Trials	7127
ElapsedTime(s)	9414	EstimatedLatency(ms)	N/A	Trials	7191
ElapsedTime(s)	9458	EstimatedLatency(ms)	N/A	Trials	7255
ElapsedTime(s)	9514	EstimatedLatency(ms)	N/A	Trials	7319
ElapsedTime(s)	9554	EstimatedLatency(ms)	N/A	Trials	7383
ElapsedTime(s)	9681	EstimatedLatency(ms)	N/A	Trials	7447
ElapsedTime(s)	9725	EstimatedLatency(ms)	N/A	Trials	7511
ElapsedTime(s)	9857	EstimatedLatency(ms)	N/A	Trials	7575
ElapsedTime(s)	9987	EstimatedLatency(ms)	N/A	Trials	7639
ElapsedTime(s)	10052	EstimatedLatency(ms)	N/A	Trials	7703
ElapsedTime(s)	10190	EstimatedLatency(ms)	N/A	Trials	7767
ElapsedTime(s)	10328	EstimatedLatency(ms)	N/A	Trials	7831
ElapsedTime(s)	10369	EstimatedLatency(ms)	N/A	Trials	7895
ElapsedTime(s)	10499	EstimatedLatency(ms)	N/A	Trials	7959
ElapsedTime(s)	10639	EstimatedLatency(ms)	N/A	Trials	8023
ElapsedTime(s)	10711	EstimatedLatency(ms)	N/A	Trials	8087
ElapsedTime(s)	10841	EstimatedLatency(ms)	N/A	Trials	8151
ElapsedTime(s)	10976	EstimatedLatency(ms)	N/A	Trials	8215
ElapsedTime(s)	11120	EstimatedLatency(ms)	N/A	Trials	8279
ElapsedTime(s)	11248	EstimatedLatency(ms)	N/A	Trials	8343
ElapsedTime(s)	11305	EstimatedLatency(ms)	N/A	Trials	8407
ElapsedTime(s)	11438	EstimatedLatency(ms)	N/A	Trials	8471
ElapsedTime(s)	11480	EstimatedLatency(ms)	N/A	Trials	8535
ElapsedTime(s)	11618	EstimatedLatency(ms)	N/A	Trials	8599
ElapsedTime(s)	11658	EstimatedLatency(ms)	N/A	Trials	8663
ElapsedTime(s)	11696	EstimatedLatency(ms)	N/A	Trials	8727
ElapsedTime(s)	11736	EstimatedLatency(ms)	N/A	Trials	8791
ElapsedTime(s)	11881	EstimatedLatency(ms)	N/A	Trials	8855
